0,10407
0,10589
0,200288
0,200880
0,202064
0,202315
0,202458
0,202558
0,203716
0,204291
0,204293
0,205194
0,208118
0,208259
0,208341
0,209149
0,209300
0,210052
0,210899
0,211016
0,212637
0,213383
0,214120
0,214591
0,215776
0,216509
0,218154
0,218623
0,219710
0,219729
0,220954
0,221212
0,222010
0,223725
0,224940
0,225452
0,226882
0,227251
0,228506
0,229116
0,230085
0,231059
0,232110
0,232587
0,232638
0,232933
0,401024
0,401949
0,402327
0,403198
0,404053
0,404211
0,404335
0,405044
0,406018
0,406282
0,406302
0,407169
0,408140
0,408400
0,408566
0,409022
0,410437
0,412003
0,412421
0,413836
0,413880
0,414116
0,414895
0,415203
0,416015
0,416502
0,416969
0,501247
0,501567
0,502321
0,502599
0,503346
0,503926
0,504176
0,504400
0,504587
0,504647
0,505120
0,505148
0,505273
0,507045
0,507254
0,507296
0,507448
0,507469
0,508686
0,508838
0,510736
0,510738
0,512350
0,600649
0,600970
0,601299
0,601315
0,602003
0,602044
0,602548
0,602724
0,602802
0,603031
0,603301
0,604725
0,607156
0,607229
0,700838
0,701210
0,701816
0,702318
0,702807
0,703012
0,703351
0,704836
0,706019
0,800589
0,810058
0,810101
0,861067
1,418
1,10558
1,202121
1,202226
1,203531
1,203788
1,203886
1,204645
1,204762
1,205241
1,205483
1,205673
1,206598
1,207394
1,207479
1,207953
1,208346
1,209248
1,210082
1,210515
1,210593
1,211072
1,211838
1,211950
1,213438
1,214273
1,214490
1,214806
1,214915
1,215122
1,215902
1,216195
1,216304
1,217435
1,218262
1,218997
1,220443
1,222593
1,224267
1,224679
1,225170
1,225563
1,225615
1,226319
1,226638
1,226999
1,227583
1,228008
1,228229
1,228778
1,400032
1,402464
1,403993
1,406026
1,407534
1,407619
1,409598
1,410462
1,411385
1,411500
1,412004
1,412993
1,413618
1,500397
1,500440
1,501018
1,502759
1,503334
1,503968
1,504042
1,504252
1,504338
1,505189
1,505697
1,506828
1,506902
1,507168
1,507782
1,508927
1,600096
1,600370
1,600382
1,600760
1,600970
1,601031
1,601150
1,601311
1,602085
1,603091
1,603215
1,603356
1,603410
1,604317
1,604967
1,605307
1,605701
1,605947
1,607042
1,607286
1,607379
1,609117
1,700347
1,700754
1,700831
1,704143
1,704293
1,704426
1,704616
